chrom	start	end
chr3	18231250	19231250
chr3	18431250	19431250
chr3	18631250	19631250
chr3	18831250	19831250
chr3	19031250	20031250
chr3	19231250	20231250
chr3	19431250	20431250
chr3	19631250	20631250
chr3	19831250	20831250
chr3	20031250	21031250
chr3	20231250	21231250
chr3	20431250	21431250
chr3	20631250	21631250
chr3	20831250	21831250
chr3	21031250	22031250
chr3	21231250	22231250
chr3	21431250	22431250
chr3	21631250	22631250
chr3	21831250	22831250
chr3	22031250	23031250
chr3	22231250	23231250
chr3	22431250	23431250
chr3	22631250	23631250
chr3	22831250	23831250
chr3	23031250	24031250
chr3	23231250	24231250
chr3	23431250	24431250
chr3	23631250	24631250
chr3	23831250	24831250
chr3	24031250	25031250
chr3	24231250	25231250
chr3	24431250	25431250
chr3	24631250	25631250
chr3	24831250	25831250
chr3	25031250	26031250
chr3	25231250	26231250
chr3	25431250	26431250
chr3	25631250	26631250
chr3	25831250	26831250
chr3	26031250	27031250
chr3	26231250	27231250
chr3	26431250	27431250
chr3	26631250	27631250
chr3	26831250	27831250
chr3	27031250	28031250
chr3	27231250	28231250
chr3	28437500	29437500
chr3	28637500	29637500
chr3	28837500	29837500
chr3	29037500	30037500
chr3	29237500	30237500
chr3	29437500	30437500
chr3	29637500	30637500
chr3	29837500	30837500
chr3	30037500	31037500
chr3	30237500	31237500
chr3	30437500	31437500
chr3	30637500	31637500
chr3	30837500	31837500
chr3	31037500	32037500
chr3	31237500	32237500
chr3	31437500	32437500
chr3	31637500	32637500
chr3	31837500	32837500
chr3	32037500	33037500
chr3	32237500	33237500
chr3	32437500	33437500
chr3	32637500	33637500
chr3	32837500	33837500
chr3	33037500	34037500
chr3	33237500	34237500
chr3	33437500	34437500
chr3	33637500	34637500
chr3	33837500	34837500
chr3	34037500	35037500
chr3	34237500	35237500
chr3	34437500	35437500
chr3	34637500	35637500
chr3	34837500	35837500
chr3	35037500	36037500
chr3	35237500	36237500
chr3	35437500	36437500
chr3	35637500	36637500
chr3	35837500	36837500
chr3	36037500	37037500
chr3	36237500	37237500
chr3	36437500	37437500
chr3	36637500	37637500
chr3	36837500	37837500
chr3	37037500	38037500
chr3	37237500	38237500
chr3	37437500	38437500
chr3	37637500	38637500
chr3	37837500	38837500
chr3	38037500	39037500
chr3	38237500	39237500
chr3	38437500	39437500
chr3	38637500	39637500
chr3	38837500	39837500
chr3	39037500	40037500
chr3	39237500	40237500
chr3	39437500	40437500
chr3	39637500	40637500
chr3	39837500	40837500
chr3	40037500	41037500
chr3	40237500	41237500
chr3	40437500	41437500
chr3	40637500	41637500
chr3	40837500	41837500
chr3	41037500	42037500
chr3	41237500	42237500
chr3	41437500	42437500
chr3	41637500	42637500
chr3	41837500	42837500
chr3	42037500	43037500
chr3	42237500	43237500
chr3	42437500	43437500
chr3	42637500	43637500
chr3	42837500	43837500
chr3	43037500	44037500
chr3	43237500	44237500
chr3	43437500	44437500
chr3	43637500	44637500
chr3	43837500	44837500
chr3	44037500	45037500
chr3	44237500	45237500
chr3	44437500	45437500
chr3	44637500	45637500
chr3	44837500	45837500
chr3	45037500	46037500
chr3	45237500	46237500
chr3	45437500	46437500
chr3	45637500	46637500
chr3	45837500	46837500
chr3	46037500	47037500
chr3	46237500	47237500
chr3	46437500	47437500
chr3	46637500	47637500
chr3	46837500	47837500
chr3	47037500	48037500
chr3	47237500	48237500
chr3	47437500	48437500
chr3	47637500	48637500
chr3	47837500	48837500
chr3	48037500	49037500
chr3	48237500	49237500
chr3	48437500	49437500
chr3	48637500	49637500
chr3	48837500	49837500
chr3	49037500	50037500
chr3	49237500	50237500
chr3	49437500	50437500
chr3	49637500	50637500
chr3	49837500	50837500
chr3	50037500	51037500
chr3	50237500	51237500
chr3	50437500	51437500
chr3	50637500	51637500
chr3	50837500	51837500
chr3	51037500	52037500
chr3	51237500	52237500
chr3	51437500	52437500
chr3	51637500	52637500
chr3	51837500	52837500
chr3	52037500	53037500
chr3	52237500	53237500
chr3	52437500	53437500
chr3	52637500	53637500
chr3	52837500	53837500
chr3	53037500	54037500
chr3	53237500	54237500
chr3	53437500	54437500
chr3	53637500	54637500
chr3	53837500	54837500
chr3	54037500	55037500
chr3	54237500	55237500
chr3	54437500	55437500
chr3	54637500	55637500
chr3	54837500	55837500
chr3	55037500	56037500
chr3	55237500	56237500
chr3	55437500	56437500
chr3	55637500	56637500
chr3	55837500	56837500
chr3	56037500	57037500
chr3	56237500	57237500
chr3	56437500	57437500
chr3	56637500	57637500
chr3	56837500	57837500
chr3	57037500	58037500
chr3	57237500	58237500
chr3	57437500	58437500
chr3	57637500	58637500
chr3	57837500	58837500
chr3	58037500	59037500
chr3	58237500	59237500
chr3	58437500	59437500
chr3	58637500	59637500
chr3	58837500	59837500
chr3	59037500	60037500
chr3	59237500	60237500
chr3	59437500	60437500
chr3	59637500	60637500
chr3	59837500	60837500
chr3	60037500	61037500
chr3	60237500	61237500
chr3	60437500	61437500
chr3	60637500	61637500
chr3	60837500	61837500
chr3	61037500	62037500
chr3	61237500	62237500
chr3	61437500	62437500
chr3	61637500	62637500
chr3	61837500	62837500
chr3	62037500	63037500
chr3	62237500	63237500
chr3	62437500	63437500
chr3	62637500	63637500
chr3	62837500	63837500
chr3	63037500	64037500
chr3	63237500	64237500
chr3	63437500	64437500
chr3	63637500	64637500
chr3	63837500	64837500
chr3	64037500	65037500
chr3	64237500	65237500
chr3	64437500	65437500
chr3	64637500	65637500
chr3	64837500	65837500
chr3	65037500	66037500
chr3	65237500	66237500
chr3	65437500	66437500
chr3	65637500	66637500
chr3	65837500	66837500
chr3	66037500	67037500
chr3	66237500	67237500
chr3	66437500	67437500
chr3	66637500	67637500
chr3	66837500	67837500
chr3	67037500	68037500
chr3	67237500	68237500
chr3	67437500	68437500
chr3	67637500	68637500
chr3	67837500	68837500
chr3	68037500	69037500
chr3	68237500	69237500
chr3	68437500	69437500
chr3	68637500	69637500
chr3	68837500	69837500
chr3	69037500	70037500
chr3	69237500	70237500
chr3	69437500	70437500
chr3	69637500	70637500
chr3	69837500	70837500
chr3	70037500	71037500
chr3	70237500	71237500
chr3	70437500	71437500
chr3	70637500	71637500
chr3	70837500	71837500
chr3	71037500	72037500
chr3	71237500	72237500
chr3	71437500	72437500
chr3	71637500	72637500
chr3	71837500	72837500
chr3	72037500	73037500
chr3	72237500	73237500
chr3	72437500	73437500
chr3	72637500	73637500
chr3	72837500	73837500
chr3	73037500	74037500
chr3	73237500	74237500
chr3	73437500	74437500
chr3	73637500	74637500
chr3	73837500	74837500
chr3	74037500	75037500
chr3	74237500	75237500
chr3	74437500	75437500
chr3	74637500	75637500
chr3	74837500	75837500
chr3	75037500	76037500
chr3	75237500	76237500
chr3	75437500	76437500
chr3	75637500	76637500
chr3	75837500	76837500
chr3	76037500	77037500
chr3	76237500	77237500
chr3	76437500	77437500
chr3	76637500	77637500
chr3	76837500	77837500
chr3	77037500	78037500
chr3	77237500	78237500
chr3	77437500	78437500
chr3	77637500	78637500
chr3	77837500	78837500
chr3	78037500	79037500
chr3	78237500	79237500
chr3	78437500	79437500
chr3	78637500	79637500
chr3	78837500	79837500
chr3	79037500	80037500
chr3	79237500	80237500
chr3	79437500	80437500
chr3	79637500	80637500
chr3	79837500	80837500
chr3	81062500	82062500
chr3	81262500	82262500
chr3	81462500	82462500
chr3	81662500	82662500
chr3	81862500	82862500
chr3	82062500	83062500
chr3	82262500	83262500
chr3	82462500	83462500
chr3	82662500	83662500
chr3	82862500	83862500
chr3	83062500	84062500
chr3	83262500	84262500
chr3	83462500	84462500
chr3	83662500	84662500
chr3	83862500	84862500
chr3	84062500	85062500
chr3	84262500	85262500
chr3	84462500	85462500
chr3	84662500	85662500
chr3	84862500	85862500
chr3	85062500	86062500
chr3	85262500	86262500
chr3	85462500	86462500
chr3	85662500	86662500
chr3	85862500	86862500
chr3	86062500	87062500
chr3	86262500	87262500
chr3	86462500	87462500
chr3	86662500	87662500
chr3	86862500	87862500
chr3	87062500	88062500
chr3	87262500	88262500
chr3	87462500	88462500
chr3	87662500	88662500
chr3	87862500	88862500
chr3	88062500	89062500
chr3	88262500	89262500
chr3	93812500	94812500
chr3	94012500	95012500
chr3	94212500	95212500
chr3	94412500	95412500
chr3	94612500	95612500
chr3	94812500	95812500
chr3	95012500	96012500
chr3	95212500	96212500
chr3	95412500	96412500
chr3	95612500	96612500
chr3	95812500	96812500
chr3	96012500	97012500
chr3	96212500	97212500
chr3	96412500	97412500
chr3	96612500	97612500
chr3	96812500	97812500
chr3	97012500	98012500
chr3	97212500	98212500
chr3	97412500	98412500
chr3	97612500	98612500
chr3	97812500	98812500
chr3	98012500	99012500
chr3	98212500	99212500
chr3	98412500	99412500
chr3	98612500	99612500
chr3	98812500	99812500
chr3	99012500	100012500
chr3	99212500	100212500
chr3	99412500	100412500
chr3	99612500	100612500
chr3	99812500	100812500
chr3	100012500	101012500
chr3	100212500	101212500
chr3	100412500	101412500
chr3	100612500	101612500
chr3	100812500	101812500
chr3	101012500	102012500
chr3	101212500	102212500
chr3	101412500	102412500
chr3	101612500	102612500
chr3	101812500	102812500
chr3	102012500	103012500
chr3	103250000	104250000
chr3	103450000	104450000
chr3	103650000	104650000
chr3	103850000	104850000
chr3	104050000	105050000
chr3	104250000	105250000
chr3	104450000	105450000
chr3	104650000	105650000
chr3	104850000	105850000
chr3	105050000	106050000
chr3	105250000	106250000
chr3	105450000	106450000
chr3	105650000	106650000
chr3	105850000	106850000
chr3	106050000	107050000
chr3	106250000	107250000
chr3	106450000	107450000
chr3	106650000	107650000
chr3	106850000	107850000
chr3	107050000	108050000
chr3	107250000	108250000
chr3	107450000	108450000
chr3	107650000	108650000
chr3	107850000	108850000
chr3	108050000	109050000
chr3	108250000	109250000
chr3	108450000	109450000
chr3	108650000	109650000
chr3	108850000	109850000
chr3	109050000	110050000
chr3	109250000	110250000
chr3	109450000	110450000
chr3	109650000	110650000
chr3	109850000	110850000
chr3	110050000	111050000
chr3	110250000	111250000
chr3	110450000	111450000
chr3	110650000	111650000
chr3	110850000	111850000
chr3	111050000	112050000
chr3	111250000	112250000
chr3	111450000	112450000
chr3	111650000	112650000
chr3	111850000	112850000
chr3	112050000	113050000
chr3	112250000	113250000
chr3	112450000	113450000
chr3	112650000	113650000
chr3	112850000	113850000
chr3	113050000	114050000
chr3	113250000	114250000
chr3	113450000	114450000
chr3	113650000	114650000
chr3	113850000	114850000
chr3	114050000	115050000
chr3	114250000	115250000
chr3	114450000	115450000
chr3	114650000	115650000
chr3	114850000	115850000
chr3	115050000	116050000
chr3	115250000	116250000
chr3	115450000	116450000
chr3	115650000	116650000
chr3	115850000	116850000
chr3	116050000	117050000
chr3	116250000	117250000
chr3	116450000	117450000
chr3	116650000	117650000
chr3	116850000	117850000
chr3	117050000	118050000
chr3	117250000	118250000
chr3	117450000	118450000
chr3	117650000	118650000
chr3	117850000	118850000
chr3	118050000	119050000
chr3	118250000	119250000
chr3	118450000	119450000
chr3	118650000	119650000
chr3	118850000	119850000
chr3	119050000	120050000
chr3	119250000	120250000
chr3	119450000	120450000
chr3	119650000	120650000
chr3	119850000	120850000
chr3	120050000	121050000
chr3	120250000	121250000
chr3	120450000	121450000
chr3	120650000	121650000
chr3	120850000	121850000
chr3	121050000	122050000
chr3	121250000	122250000
chr3	121450000	122450000
chr3	121650000	122650000
chr3	121850000	122850000
chr3	122050000	123050000
chr3	122250000	123250000
chr3	122450000	123450000
chr3	122650000	123650000
chr3	122850000	123850000
chr3	123050000	124050000
chr3	123250000	124250000
chr3	123450000	124450000
chr3	123650000	124650000
chr3	123850000	124850000
chr3	124050000	125050000
chr3	124250000	125250000
chr3	124450000	125450000
chr3	124650000	125650000
chr3	124850000	125850000
chr3	125050000	126050000
chr3	125250000	126250000
chr3	125450000	126450000
chr3	125650000	126650000
chr3	125850000	126850000
chr3	126050000	127050000
chr3	126250000	127250000
chr3	126450000	127450000
chr3	126650000	127650000
chr3	126850000	127850000
chr3	127050000	128050000
chr3	127250000	128250000
chr3	127450000	128450000
chr3	127650000	128650000
chr3	127850000	128850000
chr3	128050000	129050000
chr3	128250000	129250000
chr3	128450000	129450000
chr3	128650000	129650000
chr3	128850000	129850000
chr3	130093750	131093750
chr3	130293750	131293750
chr3	130493750	131493750
chr3	130693750	131693750
chr3	130893750	131893750
chr3	131093750	132093750
chr3	131293750	132293750
chr3	131493750	132493750
chr3	131693750	132693750
chr3	131893750	132893750
chr3	132093750	133093750
chr3	132293750	133293750
chr3	132493750	133493750
chr3	132693750	133693750
chr3	132893750	133893750
chr3	133093750	134093750
chr3	133293750	134293750
chr3	133493750	134493750
chr3	133693750	134693750
chr3	133893750	134893750
chr3	134093750	135093750
chr3	134293750	135293750
chr3	134493750	135493750
chr3	134693750	135693750
chr3	134893750	135893750
chr3	135093750	136093750
chr3	135293750	136293750
chr3	135493750	136493750
chr3	135693750	136693750
chr3	135893750	136893750
chr3	136093750	137093750
chr3	136293750	137293750
chr3	136493750	137493750
chr3	136693750	137693750
chr3	136893750	137893750
chr3	137093750	138093750
chr3	137293750	138293750
chr3	137493750	138493750
chr3	137693750	138693750
chr3	137893750	138893750
chr3	138093750	139093750
chr3	138293750	139293750
chr3	138493750	139493750
chr3	138693750	139693750
chr3	138893750	139893750
chr3	139093750	140093750
chr3	139293750	140293750
chr3	139493750	140493750
chr3	139693750	140693750
chr3	139893750	140893750
chr3	140093750	141093750
chr3	140293750	141293750
chr3	140493750	141493750
chr3	140693750	141693750
chr3	140893750	141893750
chr3	141093750	142093750
chr3	141293750	142293750
chr3	141493750	142493750
chr3	141693750	142693750
chr3	141893750	142893750
chr3	142093750	143093750
chr3	142293750	143293750
chr3	142493750	143493750
chr3	142693750	143693750
chr3	142893750	143893750
chr3	143093750	144093750
chr3	143293750	144293750
chr3	143493750	144493750
chr3	143693750	144693750
chr3	143893750	144893750
chr3	144093750	145093750
chr3	144293750	145293750
chr3	144493750	145493750
chr3	144693750	145693750
chr3	144893750	145893750
chr3	145093750	146093750
chr3	145293750	146293750
chr3	145493750	146493750
chr3	145693750	146693750
chr3	145893750	146893750
chr3	146093750	147093750
chr3	147281250	148281250
chr3	147481250	148481250
chr3	147681250	148681250
chr3	147881250	148881250
chr3	148081250	149081250
chr3	148281250	149281250
chr3	148481250	149481250
chr3	148681250	149681250
chr3	148881250	149881250
chr3	149081250	150081250
chr3	149281250	150281250
chr3	149481250	150481250
chr3	149681250	150681250
chr3	149881250	150881250
chr3	150081250	151081250
chr3	150281250	151281250
chr3	150481250	151481250
chr3	150681250	151681250
chr3	150881250	151881250
chr3	151081250	152081250
chr3	151281250	152281250
chr3	151481250	152481250
chr3	151681250	152681250
chr3	151881250	152881250
chr3	152081250	153081250
chr3	152281250	153281250
chr3	152481250	153481250
chr3	152681250	153681250
chr3	152881250	153881250
chr3	153081250	154081250
chr3	153281250	154281250
chr3	153481250	154481250
chr3	153681250	154681250
chr3	153881250	154881250
chr3	154081250	155081250
chr3	154281250	155281250
chr3	154481250	155481250
chr3	154681250	155681250
chr3	154881250	155881250
chr3	155081250	156081250
chr3	155281250	156281250
chr3	155481250	156481250
chr3	155681250	156681250
chr3	155881250	156881250
chr3	156081250	157081250
chr3	156281250	157281250
chr3	156481250	157481250
chr3	156681250	157681250
chr3	156881250	157881250
chr3	157081250	158081250
chr3	157281250	158281250
chr3	157481250	158481250
chr3	157681250	158681250
chr3	157881250	158881250
chr3	158081250	159081250
chr3	158281250	159281250
chr3	158481250	159481250
chr3	158681250	159681250
chr3	158881250	159881250
chr3	159081250	160081250
chr3	159281250	160281250
chr3	159481250	160481250
chr3	159681250	160681250
chr3	159881250	160881250
chr3	160081250	161081250
chr3	160281250	161281250
chr3	160481250	161481250
chr3	160681250	161681250
chr3	160881250	161881250
chr3	161081250	162081250
chr3	161281250	162281250
chr3	161481250	162481250
chr3	161681250	162681250
chr3	163031250	164031250
chr3	163231250	164231250
chr3	163431250	164431250
chr3	163631250	164631250
chr3	163831250	164831250
chr3	164031250	165031250
chr3	164231250	165231250
chr3	164431250	165431250
chr3	164631250	165631250
chr3	164831250	165831250
chr3	165031250	166031250
chr3	165231250	166231250
chr3	165431250	166431250
chr3	165631250	166631250
chr3	165831250	166831250
chr3	166031250	167031250
chr3	166231250	167231250
chr3	166431250	167431250
chr3	166631250	167631250
chr3	166831250	167831250
chr3	167031250	168031250
chr3	167231250	168231250
chr3	167431250	168431250
chr3	167631250	168631250
chr3	167831250	168831250
chr3	168031250	169031250
chr3	168231250	169231250
chr3	168431250	169431250
chr3	168631250	169631250
chr3	168831250	169831250
chr3	169031250	170031250
chr3	169231250	170231250
chr3	169431250	170431250
chr3	169631250	170631250
chr3	169831250	170831250
chr3	170031250	171031250
chr3	170231250	171231250
chr3	170431250	171431250
chr3	170631250	171631250
chr3	170831250	171831250
chr3	171031250	172031250
chr3	171231250	172231250
chr3	171431250	172431250
chr3	171631250	172631250
chr3	171831250	172831250
chr3	172031250	173031250
chr3	172231250	173231250
chr3	172431250	173431250
chr3	172631250	173631250
chr3	172831250	173831250
chr3	173031250	174031250
chr3	173231250	174231250
chr3	173431250	174431250
chr3	173631250	174631250
chr3	173831250	174831250
chr3	174031250	175031250
chr3	174231250	175231250
chr3	174431250	175431250
chr3	174631250	175631250
chr3	174831250	175831250
chr3	175031250	176031250
chr3	175231250	176231250
chr3	175431250	176431250
chr3	175631250	176631250
chr3	175831250	176831250
chr3	176031250	177031250
chr3	176231250	177231250
chr3	176431250	177431250
chr3	176631250	177631250
chr3	176831250	177831250
chr3	177031250	178031250
chr3	177231250	178231250
chr3	177431250	178431250
chr3	177631250	178631250
chr3	177831250	178831250
chr3	178031250	179031250
chr3	178231250	179231250
chr3	178431250	179431250
chr3	178631250	179631250
chr3	178831250	179831250
chr3	179031250	180031250
chr3	179231250	180231250
chr3	179431250	180431250
chr3	179631250	180631250
chr3	179831250	180831250
chr3	180031250	181031250
chr3	180231250	181231250
chr3	180431250	181431250
chr3	180631250	181631250
chr3	180831250	181831250
chr3	181031250	182031250
chr3	181231250	182231250
chr3	181431250	182431250
chr3	181631250	182631250
chr3	181831250	182831250
chr3	182031250	183031250
chr3	182231250	183231250
chr3	182431250	183431250
chr3	182631250	183631250
chr3	182831250	183831250
chr3	183031250	184031250
chr3	183231250	184231250
chr3	183431250	184431250
chr3	183631250	184631250
chr3	183831250	184831250
chr3	184031250	185031250
chr3	184231250	185231250
chr3	184431250	185431250
chr3	184631250	185631250
chr3	184831250	185831250
chr3	185031250	186031250
chr3	185231250	186231250
chr3	185431250	186431250
chr3	185631250	186631250
chr3	185831250	186831250
chr3	186031250	187031250
chr3	186231250	187231250
chr3	186431250	187431250
chr3	186631250	187631250
chr3	186831250	187831250
chr3	187031250	188031250
chr3	187231250	188231250
chr3	187431250	188431250
chr3	187631250	188631250
chr3	187831250	188831250
chr3	188031250	189031250
chr3	188231250	189231250
chr3	188431250	189431250
chr3	188631250	189631250
chr3	188831250	189831250
chr3	189031250	190031250
chr3	189231250	190231250
chr3	189431250	190431250
chr3	189631250	190631250
chr3	189831250	190831250
chr3	190031250	191031250
chr3	190231250	191231250
chr3	190431250	191431250
chr3	190631250	191631250
chr3	190831250	191831250
chr3	191031250	192031250
chr3	191231250	192231250
chr3	191431250	192431250
chr3	191631250	192631250
chr3	191831250	192831250
chr3	192031250	193031250
chr3	192231250	193231250
chr3	192431250	193431250
chr3	192631250	193631250
chr3	192831250	193831250
chr3	193031250	194031250
chr3	193231250	194231250
chr3	193431250	194431250
chr3	193631250	194631250
chr3	193831250	194831250
chr3	194031250	195031250
chr3	194231250	195231250
chr3	195812500	196812500
chr3	196012500	197012500
chr3	196212500	197212500
chr3	196412500	197412500
chr3	196612500	197612500
chr3	196812500	197812500
chr3	197012500	198012500
chr4	31250	1031250
chr4	231250	1231250
chr4	1468750	2468750
chr4	1668750	2668750
chr4	1868750	2868750
chr4	2068750	3068750
chr4	2268750	3268750
chr4	2468750	3468750
chr4	2668750	3668750
chr4	2868750	3868750
chr4	3068750	4068750
chr4	3268750	4268750
chr4	3468750	4468750
chr4	3668750	4668750
chr4	3868750	4868750
chr4	4068750	5068750
chr4	4268750	5268750
chr4	4468750	5468750
chr4	4668750	5668750
chr4	4868750	5868750
chr4	5068750	6068750
chr4	5268750	6268750
chr4	5468750	6468750
chr4	5668750	6668750
chr4	5868750	6868750
chr4	6068750	7068750
chr4	6268750	7268750
chr4	6468750	7468750
chr4	6668750	7668750
chr4	6868750	7868750
chr4	7068750	8068750
chr4	7268750	8268750
chr4	7468750	8468750
chr4	9500000	10500000
chr4	9700000	10700000
chr4	9900000	10900000
chr4	10100000	11100000
chr4	10300000	11300000
chr4	10500000	11500000
chr4	10700000	11700000
chr4	10900000	11900000
chr4	11100000	12100000
chr4	11300000	12300000
chr4	11500000	12500000
chr4	11700000	12700000
chr4	11900000	12900000
chr4	12100000	13100000
chr4	12300000	13300000
chr4	12500000	13500000
chr4	12700000	13700000
chr4	12900000	13900000
chr4	13100000	14100000
chr4	13300000	14300000
chr4	13500000	14500000
chr4	13700000	14700000
chr4	13900000	14900000
chr4	14100000	15100000
chr4	14300000	15300000
chr4	14500000	15500000
chr4	14700000	15700000
chr4	14900000	15900000
chr4	15100000	16100000
chr4	15300000	16300000
chr4	15500000	16500000
chr4	15700000	16700000
chr4	15900000	16900000
chr4	16100000	17100000
chr4	16300000	17300000
chr4	16500000	17500000
chr4	16700000	17700000
chr4	16900000	17900000
chr4	17100000	18100000
chr4	17300000	18300000
chr4	17500000	18500000
chr4	17700000	18700000
chr4	17900000	18900000
chr4	18100000	19100000
chr4	18300000	19300000
chr4	18500000	19500000
chr4	18700000	19700000
chr4	18900000	19900000
chr4	19100000	20100000
chr4	19300000	20300000
chr4	19500000	20500000
chr4	19700000	20700000
chr4	19900000	20900000
chr4	20100000	21100000
chr4	20300000	21300000
chr4	20500000	21500000
chr4	20700000	21700000
chr4	20900000	21900000
chr4	21100000	22100000
chr4	21300000	22300000
chr4	21500000	22500000
chr4	21700000	22700000
chr4	21900000	22900000
chr4	22100000	23100000
chr4	22300000	23300000
chr4	22500000	23500000
chr4	22700000	23700000
chr4	22900000	23900000
chr4	23100000	24100000
chr4	23300000	24300000
chr4	23500000	24500000
chr4	23700000	24700000
chr4	23900000	24900000
chr4	24100000	25100000
chr4	24300000	25300000
chr4	24500000	25500000
chr4	24700000	25700000
chr4	24900000	25900000
chr4	25100000	26100000
chr4	25300000	26300000
chr4	25500000	26500000
chr4	25700000	26700000
chr4	25900000	26900000
chr4	26100000	27100000
chr4	26300000	27300000
chr4	26500000	27500000
chr4	26700000	27700000
chr4	26900000	27900000
chr4	27100000	28100000
chr4	27300000	28300000
chr4	27500000	28500000
chr4	27700000	28700000
chr4	27900000	28900000
chr4	28100000	29100000
chr4	28300000	29300000
chr4	28500000	29500000
chr4	28700000	29700000
chr4	28900000	29900000
chr4	29100000	30100000
chr4	29300000	30300000
chr4	29500000	30500000
chr4	29700000	30700000
chr4	29900000	30900000
chr4	30100000	31100000
chr4	30300000	31300000
chr4	30500000	31500000
chr4	30700000	31700000
chr4	32843750	33843750
chr4	33043750	34043750
chr4	33243750	34243750
chr4	33443750	34443750
chr4	34843750	35843750
chr4	35043750	36043750
chr4	35243750	36243750
chr4	35443750	36443750
chr4	35643750	36643750
chr4	35843750	36843750
chr4	36043750	37043750
chr4	36243750	37243750
chr4	36443750	37443750
chr4	36643750	37643750
chr4	36843750	37843750
chr4	37043750	38043750
chr4	37243750	38243750
chr4	37443750	38443750
chr4	37643750	38643750
chr4	37843750	38843750
chr4	38043750	39043750
chr4	38243750	39243750
chr4	38443750	39443750
chr4	38643750	39643750
chr4	38843750	39843750
chr4	39043750	40043750
chr4	39243750	40243750
chr4	39443750	40443750
chr4	39643750	40643750
chr4	39843750	40843750
chr4	40043750	41043750
chr4	40243750	41243750
chr4	40443750	41443750
chr4	40643750	41643750
chr4	40843750	41843750
chr4	41043750	42043750
chr4	41243750	42243750
chr4	41443750	42443750
chr4	41643750	42643750
chr4	41843750	42843750
chr4	42043750	43043750
chr4	42243750	43243750
chr4	42443750	43443750
chr4	42643750	43643750
chr4	42843750	43843750
chr4	43043750	44043750
chr4	43243750	44243750
chr4	43443750	44443750
chr4	43643750	44643750
chr4	43843750	44843750
chr4	44043750	45043750
chr4	44243750	45243750
chr4	44443750	45443750
chr4	44643750	45643750
chr4	44843750	45843750
chr4	45043750	46043750
chr4	45243750	46243750
chr4	45443750	46443750
chr4	45643750	46643750
chr4	45843750	46843750
chr4	46043750	47043750
chr4	46243750	47243750
chr4	46443750	47443750
chr4	46643750	47643750
chr4	46843750	47843750
chr4	47043750	48043750
chr4	47243750	48243750
chr4	47443750	48443750
chr4	47643750	48643750
chr4	47843750	48843750
chr4	48043750	49043750
chr4	51812500	52812500
chr4	52012500	53012500
chr4	52212500	53212500
chr4	52412500	53412500
chr4	52612500	53612500
chr4	52812500	53812500
chr4	53012500	54012500
chr4	53212500	54212500
chr4	53412500	54412500
chr4	53612500	54612500
chr4	53812500	54812500
chr4	54012500	55012500
chr4	54212500	55212500
chr4	54412500	55412500
chr4	54612500	55612500
chr4	54812500	55812500
chr4	55012500	56012500
chr4	55212500	56212500
chr4	55412500	56412500
chr4	55612500	56612500
chr4	55812500	56812500
chr4	56012500	57012500
chr4	56212500	57212500
chr4	56412500	57412500
chr4	56612500	57612500
chr4	56812500	57812500
chr4	57012500	58012500
chr4	57212500	58212500
chr4	57412500	58412500
chr4	57612500	58612500
chr4	57812500	58812500
chr4	58937500	59937500
chr4	59137500	60137500
chr4	59337500	60337500
chr4	59537500	60537500
chr4	59737500	60737500
chr4	59937500	60937500
chr4	60137500	61137500
chr4	60337500	61337500
chr4	60537500	61537500
chr4	60737500	61737500
chr4	60937500	61937500
chr4	61137500	62137500
chr4	61337500	62337500
chr4	61537500	62537500
chr4	61737500	62737500
chr4	61937500	62937500
chr4	62137500	63137500
chr4	62337500	63337500
chr4	62537500	63537500
chr4	62737500	63737500
chr4	62937500	63937500
chr4	63137500	64137500
chr4	63337500	64337500
chr4	63537500	64537500
chr4	63737500	64737500
chr4	63937500	64937500
chr4	64137500	65137500
chr4	64337500	65337500
chr4	64537500	65537500
chr4	64737500	65737500
chr4	64937500	65937500
chr4	65137500	66137500
chr4	65337500	66337500
chr4	65537500	66537500
chr4	65737500	66737500
chr4	65937500	66937500
chr4	66137500	67137500
chr4	66337500	67337500
chr4	66537500	67537500
chr4	66737500	67737500
chr4	66937500	67937500
chr4	67137500	68137500
chr4	67337500	68337500
chr4	68625000	69625000
chr4	68825000	69825000
chr4	69025000	70025000
chr4	69225000	70225000
chr4	69425000	70425000
chr4	69625000	70625000
chr4	69825000	70825000
chr4	70025000	71025000
chr4	70225000	71225000
chr4	70425000	71425000
chr4	70625000	71625000
chr4	70825000	71825000
chr4	71025000	72025000
chr4	71225000	72225000
chr4	71425000	72425000
chr4	71625000	72625000
chr4	71825000	72825000
chr4	72025000	73025000
chr4	72225000	73225000
chr4	72425000	73425000
chr4	72625000	73625000
chr4	72825000	73825000
chr4	73025000	74025000
chr4	73225000	74225000
chr4	73425000	74425000
chr4	73625000	74625000
chr4	73825000	74825000
chr4	74025000	75025000
chr4	74225000	75225000
chr4	74425000	75425000
chr4	74625000	75625000
chr4	74825000	75825000
chr4	75025000	76025000
chr4	75225000	76225000
chr4	75425000	76425000
chr4	75625000	76625000
chr4	75825000	76825000
chr4	76025000	77025000
chr4	76225000	77225000
chr4	76425000	77425000
chr4	76625000	77625000
chr4	76825000	77825000
chr4	77025000	78025000
chr4	77225000	78225000
chr4	77425000	78425000
chr4	77625000	78625000
chr4	77825000	78825000
chr4	78025000	79025000
chr4	78225000	79225000
chr4	78425000	79425000
chr4	78625000	79625000
